#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
V1.UC13-0_GL0035836	1235835.C814_02963	2.69e-159	451.0	COG0090	186801|Clostridia	J	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity	rplB	-	-	ko:K02886	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L2,Ribosomal_L2_C
V1.UC13-0_GL0055417	78344.BIGA_0384	1.45e-151	436.0	COG2848	201174|Actinobacteria	S	UPF0210 protein	-	-	-	ko:K09157	-	-	-	-	ko00000	-	-	-	DUF711
V1.UC15-3_GL0116846	742741.HMPREF9475_03015	3.63e-243	679.0	COG1109	186801|Clostridia	G	Phosphoglucomutase phosphomannomutase, alpha beta alpha domain II	pgcA	-	5.4.2.2,5.4.2.8	ko:K01835,ko:K01840	ko00010,ko00030,ko00051,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130	M00114,M00549	R00959,R01057,R01818,R08639	RC00408	ko00000,ko00001,ko00002,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
V1.UC16-0_GL0020775	411461.DORFOR_00944	4.29e-125	362.0	COG1088	186801|Clostridia	M	Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily	rfbB	-	4.2.1.46	ko:K01710	ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130	M00793	R06513	RC00402	ko00000,ko00001,ko00002,ko01000	-	-	-	GDP_Man_Dehyd
V1.UC16-0_GL0067758	585394.RHOM_02765	1.48e-80	249.0	COG0183	186801|Clostridia	I	Belongs to the thiolase family	thlA	-	2.3.1.9	ko:K00626	ko00071,ko00072,ko00280,ko00310,ko00362,ko00380,ko00620,ko00630,ko00640,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00310,map00362,map00380,map00620,map00630,map00640,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020	M00088,M00095,M00373,M00374,M00375	R00238,R01177	RC00004,RC00326	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Thiolase_C,Thiolase_N
V1.UC17-2_GL0079076	944565.HMPREF9127_1590	2.84e-283	774.0	COG0050	186801|Clostridia	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	tuf	-	-	ko:K02358	-	-	-	-	ko00000,ko03012,ko03029,ko04147	-	-	-	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3
V1.UC23-1_GL0092596	457412.RSAG_01507	1.21e-102	311.0	COG0437,COG4624	186801|Clostridia	C	4Fe-4S binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Fe_hyd_lg_C,Fer4,Fer4_6
V1.UC24-0_GL0002146	457412.RSAG_00732	3.61e-144	414.0	COG0126	186801|Clostridia	G	Phosphoglycerate kinase	pgk	-	2.7.2.3,5.3.1.1	ko:K00927,ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01015,R01512	RC00002,RC00043,RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGK
V1.UC25-0_GL0055143	411459.RUMOBE_01487	5.28e-207	573.0	COG0152	186801|Clostridia	F	Belongs to the SAICAR synthetase family	purC	-	6.3.2.6	ko:K01923	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04591	RC00064,RC00162	ko00000,ko00001,ko00002,ko01000	-	-	-	SAICAR_synt
V1.UC26-0_GL0155513	97138.C820_00421	9.87e-140	401.0	COG0057	186801|Clostridia	G	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	gap	-	1.2.1.12	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N
V1.UC26-4_GL0136685	1226322.HMPREF1545_01333	0.0	1104.0	COG0443	186801|Clostridia	O	MreB/Mbl protein	dnaK	-	-	ko:K04043	ko03018,ko04212,ko05152,map03018,map04212,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	1.A.33.1	-	-	HSP70
V1.UC27-0_GL0117561	748224.HMPREF9436_02154	3.3e-45	150.0	COG1898	186801|Clostridia	M	Catalyzes the epimerization of the C3' and C5'positions of dTDP-6-deoxy-D-xylo-4-hexulose, forming dTDP-6-deoxy-L-lyxo-4- hexulose	rfbC	-	5.1.3.13	ko:K01790	ko00521,ko00523,ko01130,map00521,map00523,map01130	M00793	R06514	RC01531	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS02630,iHN637.CLJU_RS02745	dTDP_sugar_isom
V1.UC32-0_GL0204431	742741.HMPREF9475_03278	3.13e-192	542.0	COG0448	186801|Clostridia	H	Belongs to the bacterial plant glucose-1-phosphate adenylyltransferase family	glgD	-	2.7.7.27	ko:K00975	ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026	M00565	R00948	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,NTP_transferase
V1.UC34-0_GL0003452	1077285.AGDG01000040_gene230	2.83e-204	565.0	COG2086	976|Bacteroidetes	C	COG2086 Electron transfer flavoprotein beta subunit	etfB	-	-	ko:K03521	-	-	-	-	ko00000	-	-	-	ETF
V1.UC34-0_GL0035774	411470.RUMGNA_02868	8.24e-37	133.0	COG0282	186801|Clostridia	H	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction	ackA	-	2.7.2.1	ko:K00925	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200	M00357,M00579	R00315,R01353	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	Acetate_kinase
V1.UC35-0_GL0094530	411459.RUMOBE_01431	0.0	1095.0	COG0028	186801|Clostridia	H	COG COG0028 Thiamine pyrophosphate-requiring enzymes acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase	ilvB	-	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
V1.UC4-0_GL0059678	357276.EL88_19825	9.9e-82	297.0	COG1196	976|Bacteroidetes	D	nuclear chromosome segregation	-	-	-	-	-	-	-	-	-	-	-	-	-
V1.UC4-5_GL0030814	457412.RSAG_02859	2e-102	299.0	COG0097	186801|Clostridia	J	This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center	rplF	-	-	ko:K02933	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L6
V1.UC43-0_GL0134438	411471.SUBVAR_06133	0.0	998.0	COG1080	186801|Clostridia	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	-	-	2.7.3.9,2.7.9.2	ko:K01007,ko:K08483	ko00620,ko00680,ko00720,ko01100,ko01120,ko01200,ko02060,map00620,map00680,map00720,map01100,map01120,map01200,map02060	M00173,M00374	R00199	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000,ko02000	8.A.7	-	-	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C
V1.UC50-1_GL0034110	1235797.C816_01086	3.42e-236	660.0	COG1653	186801|Clostridia	G	Carbohydrate ABC transporter, carbohydrate-binding protein	-	-	-	ko:K10200	ko02010,map02010	M00205	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.18	-	-	SBP_bac_1,SBP_bac_8,TAT_signal
V1.UC52-0_GL0147636	718252.FP2_24230	8.06e-312	852.0	COG1653	186801|Clostridia	G	Bacterial extracellular solute-binding protein	-	-	-	ko:K02027,ko:K10192	ko02010,map02010	M00202,M00207	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1,3.A.1.1.11	-	-	SBP_bac_1,SBP_bac_8,TAT_signal
V1.UC52-1_GL0132897	411459.RUMOBE_01556	0.0	884.0	COG1156	186801|Clostridia	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The V-type beta chain is a regulatory subunit	ntpB	-	-	ko:K02118	ko00190,ko01100,map00190,map01100	M00159	-	-	ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3	-	-	ATP-synt_ab,ATP-synt_ab_N
V1.UC52-1_GL0196554	478749.BRYFOR_06396	8.58e-196	549.0	COG0282	186801|Clostridia	F	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction	ackA	-	2.7.2.1	ko:K00925	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200	M00357,M00579	R00315,R01353	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	Acetate_kinase
V1.UC55-0_GL0159623	411459.RUMOBE_01126	9.86e-142	409.0	COG0205	186801|Clostridia	H	Catalyzes the phosphorylation of D-fructose 6-phosphate, the first committing step of glycolysis. Uses inorganic phosphate (PPi) as phosphoryl donor instead of ATP like common ATP-dependent phosphofructokinases (ATP-PFKs), which renders the reaction reversible, and can thus function both in glycolysis and gluconeogenesis. Consistently, PPi-PFK can replace the enzymes of both the forward (ATP-PFK) and reverse (fructose-bisphosphatase (FBPase)) reactions	pfp	-	2.7.1.11,2.7.1.90	ko:K21071	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130	-	R00756,R00764,R02073,R03236,R04779	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PFK
V1.UC55-0_GL0212922	1121115.AXVN01000006_gene2119	2.63e-96	281.0	COG0822	186801|Clostridia	C	Psort location Cytoplasmic, score 8.87	nifU	-	-	ko:K04488	-	-	-	-	ko00000	-	-	-	NifU_N
V1.UC58-0_GL0004459	1122978.AUFP01000007_gene1595	3.41e-130	372.0	COG0081	976|Bacteroidetes	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	rplA	GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02863	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L1
V1.UC60-0_GL0052142	457412.RSAG_02887	0.0	2499.0	COG0046,COG0047	186801|Clostridia	F	phosphoribosylformylglycinamidine synthase	purL	-	6.3.5.3	ko:K01952	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04463	RC00010,RC01160	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C,GATase_5
V1.UC8-0_GL0009569	547043.BIFPSEUDO_04005	8.67e-115	340.0	COG0334	201174|Actinobacteria	E	Belongs to the Glu Leu Phe Val dehydrogenases family	gdhA	GO:0003674,GO:0003824,GO:0004353,GO:0004354,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016638,GO:0016639,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.4.1.4	ko:K00262	ko00220,ko00250,ko00910,ko01100,map00220,map00250,map00910,map01100	-	R00248	RC00006,RC02799	ko00000,ko00001,ko01000	-	-	-	ELFV_dehydrog,ELFV_dehydrog_N
V1.UC9-0_GL0020202	592028.GCWU000321_01538	1.62e-210	594.0	COG3203	909932|Negativicutes	M	Psort location OuterMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	Porin_5,SLH
HM437CO_revised_scaffold23842_1_gene88996	449673.BACSTE_00325	0.0	1173.0	COG1158	976|Bacteroidetes	K	Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template	rho	-	-	ko:K03628	ko03018,map03018	-	-	-	ko00000,ko00001,ko03019,ko03021	-	-	-	ATP-synt_ab,Rho_N,Rho_RNA_bind
Human_swiss_sp|O15263|DFB4A_HUMAN	9606.ENSP00000424598	2.68e-43	140.0		33208|Metazoa	O	CCR6 chemokine receptor binding	DEFB4B	GO:0000003,GO:0001664,GO:0001906,GO:0002376,GO:0003006,GO:0003674,GO:0005102,GO:0005126,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005796,GO:0005929,GO:0006935,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0007154,GO:0007165,GO:0007186,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0012505,GO:0016020,GO:0019722,GO:0019730,GO:0019898,GO:0019932,GO:0019933,GO:0019935,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0023052,GO:0030154,GO:0031514,GO:0031640,GO:0031731,GO:0031974,GO:0031982,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0035556,GO:0035584,GO:0035821,GO:0036126,GO:0040011,GO:0040012,GO:0040017,GO:0042221,GO:0042330,GO:0042379,GO:0042742,GO:0042802,GO:0042995,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043230,GO:0043231,GO:0043233,GO:0044364,GO:0044419,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044441,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044703,GO:0045087,GO:0048020,GO:0048232,GO:0048240,GO:0048468,GO:0048469,GO:0048515,GO:0048518,GO:0048522,GO:0048609,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050829,GO:0050830,GO:0050896,GO:0051270,GO:0051272,GO:0051704,GO:0051707,GO:0051716,GO:0060474,GO:0061844,GO:0065007,GO:0070013,GO:0097223,GO:0097225,GO:0097729,GO:0098542,GO:0120025,GO:0120038,GO:1901317,GO:1902093,GO:1903561,GO:1990742,GO:2000145,GO:2000147	-	ko:K21100	ko04657,map04657	-	-	-	ko00000,ko00001,ko02000	1.C.85.1.2	-	-	Defensin_beta
Human_swiss_sp|P00813|ADA_HUMAN	9606.ENSP00000361965	3.48e-269	736.0	KOG1097	33208|Metazoa	F	Adenosine/AMP deaminase	ADA	GO:0000003,GO:0000302,GO:0000323,GO:0001666,GO:0001701,GO:0001775,GO:0001821,GO:0001824,GO:0001825,GO:0001829,GO:0001882,GO:0001883,GO:0001889,GO:0001890,GO:0002027,GO:0002252,GO:0002263,GO:0002285,GO:0002312,GO:0002313,GO:0002314,GO:0002335,GO:0002366,GO:0002376,GO:0002520,GO:0002521,GO:0002634,GO:0002636,GO:0002682,GO:0002683,GO:0002684,GO:0002685,GO:0002686,GO:0002694,GO:0002696,GO:0002819,GO:0002821,GO:0002822,GO:0002824,GO:0002902,GO:0002903,GO:0002905,GO:0002906,GO:0003006,GO:0003674,GO:0003824,GO:0004000,GO:0005488,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005829,GO:0005886,GO:0006139,GO:0006144,GO:0006152,GO:0006154,GO:0006157,GO:0006163,GO:0006164,GO:0006195,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006836,GO:0006937,GO:0006940,GO:0006950,GO:0006955,GO:0006979,GO:0007275,GO:0007568,GO:0007584,GO:0008016,GO:0008150,GO:0008152,GO:0008270,GO:0008277,GO:0008284,GO:0009056,GO:0009058,GO:0009112,GO:0009113,GO:0009116,GO:0009117,GO:0009119,GO:0009120,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009151,GO:0009155,GO:0009163,GO:0009164,GO:0009165,GO:0009166,GO:0009200,GO:0009204,GO:0009215,GO:0009217,GO:0009262,GO:0009264,GO:0009394,GO:0009410,GO:0009605,GO:0009628,GO:0009636,GO:0009653,GO:0009790,GO:0009792,GO:0009888,GO:0009897,GO:0009966,GO:0009967,GO:0009968,GO:0009986,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010243,GO:0010460,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0014070,GO:0014072,GO:0015696,GO:0016020,GO:0016787,GO:0016810,GO:0016814,GO:0017144,GO:0018130,GO:0019239,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0022407,GO:0022409,GO:0022414,GO:0022603,GO:0023051,GO:0023056,GO:0023057,GO:0030097,GO:0030098,GO:0030154,GO:0030155,GO:0030183,GO:0030323,GO:0030324,GO:0030334,GO:0030336,GO:0030425,GO:0030888,GO:0030890,GO:0031347,GO:0031348,GO:0031667,GO:0032101,GO:0032102,GO:0032261,GO:0032501,GO:0032502,GO:0032838,GO:0032839,GO:0032879,GO:0032944,GO:0032946,GO:0033081,GO:0033089,GO:0033197,GO:0033273,GO:0033628,GO:0033632,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0034656,GO:0035295,GO:0036094,GO:0036293,GO:0036477,GO:0040012,GO:0040013,GO:0042110,GO:0042113,GO:0042127,GO:0042221,GO:0042278,GO:0042321,GO:0042323,GO:0042440,GO:0042451,GO:0042454,GO:0042455,GO:0042493,GO:0042542,GO:0042737,GO:0042749,GO:0042752,GO:0042754,GO:0042981,GO:0042995,GO:0043005,GO:0043009,GO:0043025,GO:0043066,GO:0043067,GO:0043069,GO:0043094,GO:0043096,GO:0043101,GO:0043103,GO:0043167,GO:0043169,GO:0043173,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043278,GO:0043279,GO:0043900,GO:0043901,GO:0044057,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044297,GO:0044421,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044463,GO:0044464,GO:0045117,GO:0045187,GO:0045188,GO:0045321,GO:0045580,GO:0045582,GO:0045595,GO:0045597,GO:0045619,GO:0045621,GO:0045744,GO:0045785,GO:0045823,GO:0045933,GO:0045987,GO:0046060,GO:0046061,GO:0046085,GO:0046090,GO:0046100,GO:0046101,GO:0046102,GO:0046103,GO:0046110,GO:0046111,GO:0046112,GO:0046121,GO:0046122,GO:0046124,GO:0046128,GO:0046129,GO:0046130,GO:0046148,GO:0046386,GO:0046434,GO:0046483,GO:0046634,GO:0046635,GO:0046637,GO:0046638,GO:0046649,GO:0046677,GO:0046700,GO:0046872,GO:0046903,GO:0046914,GO:0048286,GO:0048513,GO:0048518,GO:0048519,GO:0048521,GO:0048522,GO:0048523,GO:0048534,GO:0048537,GO:0048541,GO:0048565,GO:0048566,GO:0048568,GO:0048583,GO:0048584,GO:0048585,GO:0048608,GO:0048646,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0050670,GO:0050671,GO:0050727,GO:0050728,GO:0050776,GO:0050778,GO:0050789,GO:0050793,GO:0050794,GO:0050795,GO:0050848,GO:0050850,GO:0050854,GO:0050856,GO:0050857,GO:0050862,GO:0050863,GO:0050864,GO:0050865,GO:0050867,GO:0050870,GO:0050871,GO:0050878,GO:0050896,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051094,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051249,GO:0051251,GO:0051270,GO:0051271,GO:0051608,GO:0055086,GO:0055123,GO:0060167,GO:0060169,GO:0060359,GO:0060405,GO:0060407,GO:0060541,GO:0060548,GO:0061008,GO:0061458,GO:0065007,GO:0065008,GO:0070228,GO:0070229,GO:0070232,GO:0070233,GO:0070243,GO:0070244,GO:0070255,GO:0070256,GO:0070482,GO:0070663,GO:0070665,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0072347,GO:0072521,GO:0072522,GO:0072523,GO:0080134,GO:0090257,GO:0090407,GO:0097159,GO:0097367,GO:0097447,GO:0097458,GO:0098552,GO:0099568,GO:0120025,GO:0120038,GO:0120111,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1901659,GO:1901698,GO:1901700,GO:1902105,GO:1902107,GO:1902531,GO:1902533,GO:1903037,GO:1903039,GO:1903522,GO:1903524,GO:1903706,GO:1903708,GO:2000026,GO:2000106,GO:2000107,GO:2000145,GO:2000146,GO:2000241,GO:2000242	3.5.4.4	ko:K01488	ko00230,ko01100,ko05340,map00230,map01100,map05340	-	R01560,R02556	RC00477	ko00000,ko00001,ko01000	-	-	-	A_deaminase
Human_swiss_sp|P02458|CO2A1_HUMAN	9593.ENSGGOP00000004237	9.56e-177	576.0	KOG3544	33208|Metazoa	W	Fibrillar collagens C-terminal domain	COL2A1	GO:0001101,GO:0001501,GO:0001502,GO:0001503,GO:0001894,GO:0001958,GO:0002062,GO:0002682,GO:0003007,GO:0003008,GO:0003416,GO:0003417,GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005581,GO:0005583,GO:0005585,GO:0005604,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0006029,GO:0006807,GO:0007154,GO:0007275,GO:0007399,GO:0007417,GO:0007423,GO:0007507,GO:0007584,GO:0007600,GO:0007601,GO:0007605,GO:0008150,GO:0008152,GO:0009100,GO:0009314,GO:0009605,GO:0009612,GO:0009628,GO:0009636,GO:0009653,GO:0009719,GO:0009725,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009966,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010165,GO:0010212,GO:0010243,GO:0010468,GO:0010646,GO:0010648,GO:0010941,GO:0012505,GO:0014070,GO:0016043,GO:0019222,GO:0019538,GO:0019838,GO:0023051,GO:0023057,GO:0030154,GO:0030198,GO:0030199,GO:0030903,GO:0031012,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0031974,GO:0032501,GO:0032502,GO:0032526,GO:0032870,GO:0032991,GO:0033197,GO:0033273,GO:0033993,GO:0034097,GO:0034612,GO:0035094,GO:0035107,GO:0035108,GO:0035265,GO:0035295,GO:0035690,GO:0036075,GO:0040007,GO:0042221,GO:0042287,GO:0042289,GO:0042471,GO:0042472,GO:0042493,GO:0042592,GO:0042802,GO:0042981,GO:0043009,GO:0043062,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043434,GO:0043583,GO:0043933,GO:0044237,GO:0044238,GO:0044260,GO:0044420,GO:0044421,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048407,GO:0048513,GO:0048519,GO:0048523,GO:0048562,GO:0048568,GO:0048583,GO:0048585,GO:0048589,GO:0048598,GO:0048646,GO:0048704,GO:0048705,GO:0048706,GO:0048731,GO:0048736,GO:0048839,GO:0048856,GO:0048869,GO:0048871,GO:0050776,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0050953,GO:0050954,GO:0051216,GO:0051716,GO:0060021,GO:0060173,GO:0060174,GO:0060249,GO:0060255,GO:0060272,GO:0060322,GO:0060348,GO:0060349,GO:0060350,GO:0060351,GO:0060429,GO:0060548,GO:0061448,GO:0062023,GO:0065007,GO:0065008,GO:0070013,GO:0070848,GO:0070887,GO:0071107,GO:0071214,GO:0071229,GO:0071260,GO:0071295,GO:0071300,GO:0071306,GO:0071310,GO:0071316,GO:0071345,GO:0071356,GO:0071363,GO:0071374,GO:0071375,GO:0071396,GO:0071407,GO:0071417,GO:0071495,GO:0071496,GO:0071599,GO:0071704,GO:0071772,GO:0071773,GO:0071774,GO:0071840,GO:0072359,GO:0072498,GO:0090596,GO:0097065,GO:0097237,GO:0097435,GO:0098643,GO:0098644,GO:0098743,GO:0098868,GO:0099080,GO:0099081,GO:0099512,GO:0104004,GO:1901099,GO:1901135,GO:1901564,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1990314,GO:2001233,GO:2001234,GO:2001236,GO:2001237,GO:2001239,GO:2001240	-	ko:K06236,ko:K19719,ko:K19720,ko:K19721	ko04151,ko04510,ko04512,ko04611,ko04926,ko04933,ko04974,ko05146,ko05165,map04151,map04510,map04512,map04611,map04926,map04933,map04974,map05146,map05165	-	-	-	ko00000,ko00001,ko00536,ko04516	-	-	-	COLFI,Collagen,VWC
